"","ASV","Feature.ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Consensus"
"3310","ASV4187","b1c94a525c059ae484572e77dccd25bf","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia",NA,0.6
"3311","ASV1625","b1ecb906cedb60f074a68ffddba39786","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Sordariales",NA,NA,NA,0.6
"3312","ASV676","b1ee7c3a26b48ed4a64171b59ca31e06","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Dothideales"," f__Aureobasidiaceae"," g__Aureobasidium"," s__Aureobasidium_pullulans",0.6
"3313","ASV3028","b1f303c97b35898a93e3f8312f410d9d","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes",NA,NA,NA,NA,0.7
"3314","ASV1768","b206d298028eb134685e7daf62d46df6","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Corticiales"," f__Corticiaceae"," g__Sistotrema",NA,0.7
"3315","ASV2243","b207853c96d6c812b9d107a17064790c","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Agaricales",NA,NA,NA,0.7
"3316","ASV3447","b2159f74a0088b399d33b4ee6d0b50ba","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Filobasidiales"," f__Filobasidiaceae"," g__Naganishia",NA,0.6
"3317","ASV15","b229b89c5ccac2c94f4404f759e909bc","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Eurotiales"," f__Aspergillaceae"," g__Penicillium",NA,0.8
"3318","ASV4434","b245888f44751b6990ae56ce67299f60","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Dothideales"," f__Aureobasidiaceae"," g__Aureobasidium"," s__Aureobasidium_pullulans",0.6
"3319","ASV3600","b24ad752d79b2a3520c058c85076b343","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Incertae_Sedis"," g__Sarocladium",NA,0.8
"3320","ASV1407","b24faaa7e686634c6cbbc1232a40efcd","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales",NA,NA,NA,0.6
"3321","ASV1029","b25a1cb665929e11c7b5845c2990bd80","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Cantharellales"," f__Tulasnellaceae"," g__Tulasnella"," s__Tulasnella_violea",1
"3322","ASV665","b26fa0ec9592148d85086eb85acc1de3","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3323","ASV495","b27e86e119de6edc6c9fbff025e068c9","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Ophiostomatales"," f__Ophiostomataceae",NA,NA,0.6
"3324","ASV2066","b287b98fedc3b32778e4fff70412ab25","d__Eukaryota"," p__Peronosporomycetes"," c__Peronosporomycetes"," o__Peronosporomycetes"," f__Peronosporomycetes",NA,NA,0.9
"3325","ASV2460","b2899008600fd5acae10ae948669c9ae","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,0.9
"3326","ASV4001","b28c2900c83a8fe655fc76218bf56119","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,0.8
"3327","ASV3273","b2919fdd66c5401a335b23781829506f","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,1
"3328","ASV141","b292f1f293bed34cc6bacdd09695f6d1","d__Eukaryota"," p__Basidiomycota"," c__Microbotryomycetes"," o__Incertae_Sedis",NA,NA,NA,0.7
"3329","ASV9","b2982e69db1f5c8108262a8600c4bf09","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Eurotiales"," f__Aspergillaceae",NA,NA,0.7
"3330","ASV183","b2a6afd03f79a25356c99e66e891823e","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,0.6
"3331","ASV2596","b2a78fd2b1adabd4e4c5a63f46b5abf8","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"3332","ASV2054","b2b1a0859e2f18d410eab4c053185756","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"3333","ASV4121","b2b4b7e91b818eb823e1df1fbd876fab","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Diaporthales",NA,NA,NA,0.9
"3334","ASV2237","b2b97335d287d03f1b9fda2cfbe284b9","d__Eukaryota"," p__Ascomycota"," c__Leotiomycetes",NA,NA,NA,NA,0.6
"3335","ASV2982","b2d73e6251605c892cb48240dc4b7386","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes"," o__Rhizophydiales",NA,NA,NA,1
"3336","ASV1037","b328831d41536cce5992ec737f569694","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales"," f__Cryptococcaceae"," g__Cryptococcus",NA,0.6
"3337","ASV154","b34b5e1435ea24b112481f241891dd0c","d__Eukaryota"," p__Cryptomycota"," c__Incertae_Sedis"," o__Incertae_Sedis"," f__Incertae_Sedis"," g__Paramicrosporidium"," s__uncultured_eukaryote",0.7
"3338","ASV1843","b366a93fec422d195d809a883832d391","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Capnodiales",NA,NA,NA,0.7
"3339","ASV96","b369332726a127406c309011d30bd217","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,0.6
"3340","ASV2932","b37a0c640c35dc9fa3ba1fe7826a77ac","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes",NA,NA,NA,NA,0.7
"3341","ASV3201","b39ad8b288174e527762a414280eb450","d__Eukaryota"," p__Chytridiomycota"," c__Monoblepharidomycetes"," o__Monoblepharidales",NA,NA,NA,0.7
"3342","ASV258","b3a23bed8246ca21d92d69bc7c1f65c2","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,0.7
"3343","ASV2327","b3a7ace0e0c8275ca819d47ac5827195","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"3344","ASV4578","b3af48a0f55dc0405dcc96d623a4e0b1","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,0.7
"3345","ASV560","b3b098ea6d21da1cfc6f71c26c63d27a","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Agaricales",NA,NA,NA,0.7
"3346","ASV768","b3bdcc888fb84f637880f803462f6cce","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Venturiales"," f__Sympoventuriaceae"," g__Ochroconis",NA,0.8
"3347","ASV875","b3be802b1ef265777cd8bcb8b4f1f6b3","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Eurotiales"," f__Aspergillaceae",NA,NA,0.8
"3348","ASV3442","b3c2923053a5dda20459832346515463","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"3349","ASV2574","b3d14d79fab361808756a67d2ce93c76","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3350","ASV1827","b3d742b12a7753e0304750f8c1154923","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Trichosporonales"," f__Trichosporonaceae"," g__Apiotrichum",NA,1
"3351","ASV3785","b4115e0083f06f5bb90274177c9c7cb9","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Onygenales"," f__Arthrodermataceae",NA,NA,0.556
"3352","ASV561","b4143500d813cefaf709eee142f41165","d__Eukaryota"," p__Mucoromycota"," c__Incertae_Sedis"," o__Endogonales"," f__Endogonaceae"," g__uncultured"," s__Mucoromycotina_sp.",0.8
"3353","ASV476","b4169bfa459ed3870873b60c7697a53b","d__Eukaryota"," p__Ascomycota"," c__Pezizomycetes"," o__Pezizales"," f__Pyronemataceae",NA,NA,0.6
"3354","ASV1865","b429b28760bd8248965a691ced32c32a","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,0.7
"3355","ASV378","b42ad7c0c8b09d5a1a5934a400b6b236","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,0.9
"3356","ASV4203","b42ce1c836725a1fba1e4102ab4e6bad","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,0.9
"3357","ASV3532","b45e11cc285c32a0f9fdb977944d39ad","d__Eukaryota"," p__Labyrinthulomycetes"," c__Labyrinthulomycetes"," o__Labyrinthulomycetes"," f__Amphitraemidae"," g__Amphitraemidae"," s__uncultured_Closterium",1
"3358","ASV340","b465f9a4d6b661d6e75347e73a0c9ffd","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,0.9
"3359","ASV1226","b466bba150fca743fdca9c01e6a6f14b","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,0.7
"3360","ASV213","b468a4deb6b2baba6a2a7415cc90f066","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Diaporthales",NA,NA,NA,1
"3361","ASV313","b46c8fc992f3b7f8a4e9673411b71fc5","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,0.9
"3362","ASV3564","b47002bbf67cac3bcb7d9b02ea81a9cf","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,1
"3363","ASV906","b49e10a7819f4cc150a88a28092e0e0e","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"3364","ASV586","b4af59ad2a004c03b693c366f7f7a1d8","d__Eukaryota"," p__Cryptomycota"," c__Incertae_Sedis"," o__Incertae_Sedis"," f__Incertae_Sedis"," g__Paramicrosporidium",NA,0.6
"3365","ASV2190","b4b4905d1efbeab07a57c2cfa139fa7c","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales"," f__Leptosphaeriaceae"," g__Neophaeosphaeria"," s__uncultured_fungus",0.8
"3366","ASV1055","b4b6f09e3278d534de76bffab1eb7e8c","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Saccharomycodaceae"," g__Hanseniaspora",NA,1
"3367","ASV1109","b4c87e673da8d16e2f18d309f18f7d6f","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,1
"3368","ASV1774","b4d0da2c8e74eff8cc1f4dde7899487c","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Eurotiales"," f__Aspergillaceae"," g__Aspergillus",NA,0.6
"3369","ASV3780","b4dcd4b98f7438e9c3aa618e64d626e0","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Incertae_Sedis"," g__Acremonium",NA,0.6
"3370","ASV2363","b4dff6be6d90e0453904a50a9e950c13","d__Eukaryota"," p__Basidiomycota"," c__Cystobasidiomycetes",NA,NA,NA,NA,1
"3371","ASV4082","b4e066c4db83708fb77eca79834424c2","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,0.6
"3372","ASV2808","b4e362092cea0e39fb0f920f1856ba4e","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,0.9
"3373","ASV308","b509928469564ac9715791b091d9ae36","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,1
"3374","ASV2482","b50b154e2da10af8b12bb2065a65319a","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales"," f__Trichomeriaceae"," g__Knufia",NA,0.6
"3375","ASV2063","b5486dbb03893693073be213dfff0080","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Sordariales"," f__Chaetomiaceae",NA,NA,0.7
"3376","ASV2673","b569cdddd5814305fd870a754ebab851","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,0.7
"3377","ASV2694","b56ac32c33a3321e95246c2665188b25","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,1
"3378","ASV3617","b579893efacc1fa16082432005f7c9c2","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,1
"3379","ASV471","b57f88bac3714ffb3dafc11c0cf985c1","d__Eukaryota"," p__Basidiomycota"," c__Microbotryomycetes"," o__Sporidiobolales"," f__Sporidiobolaceae",NA,NA,0.6
"3380","ASV4483","b58d3394891efeed4997b22b2047fcce","d__Eukaryota"," p__Ascomycota"," c__Leotiomycetes"," o__Helotiales",NA,NA,NA,0.8
"3381","ASV682","b58dc3fcc27bea3b43841e792e5b8f15","d__Eukaryota"," p__Basidiomycota"," c__Exobasidiomycetes",NA,NA,NA,NA,0.7
"3382","ASV1507","b5995ad1d083e8b20504275d5e623622","d__Eukaryota"," p__Ascomycota"," c__Lecanoromycetes"," o__Lecanorales"," f__Parmeliaceae",NA,NA,0.8
"3383","ASV381","b5999b2f737d384990c51bc205df2d79","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,0.7
"3384","ASV2109","b5a5b115ac35d63e1f41c33adadc8dc7","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3385","ASV4591","b5bdd1097f4b99761a1adc34e2b02996","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,0.6
"3386","ASV1092","b5d8546adbd58eada6dbc30d8f3ee60e","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3387","ASV1799","b5ddbb0e3fee1080abef3df01c5354d1","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,0.7
"3388","ASV3548","b5faa60289b2d63a26b1d77eb215f1e4","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales"," f__Apiosporaceae"," g__Arthrinium",NA,0.6
"3389","ASV1679","b61a22d5e92640bc687f57a3bf80275e","d__Eukaryota"," p__Basidiomycota"," c__Cystobasidiomycetes"," o__Incertae_Sedis"," f__Incertae_Sedis",NA,NA,0.9
"3390","ASV1492","b61e9dd813ec29af906dfba5e966e0b9","d__Eukaryota"," p__Cryptomycota"," c__Incertae_Sedis"," o__Incertae_Sedis"," f__Incertae_Sedis"," g__Paramicrosporidium",NA,0.6
"3391","ASV3698","b62255da634b265fcd2af81c2c9015a0","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Agaricales",NA,NA,NA,0.9
"3392","ASV1222","b634d7b74ce41be8faa9b1a1de134ded","d__Eukaryota"," p__Peronosporomycetes"," c__Peronosporomycetes"," o__Peronosporomycetes"," f__Peronosporomycetes"," g__Phytophthora",NA,0.7
"3393","ASV3488","b64bef26b3404639e678f90f1f378fe0","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,0.8
"3394","ASV2233","b65592e7c89944053b4cd0be99909aa7","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales",NA,NA,NA,1
"3395","ASV640","b6577873d14db7f3ad169d5ec468f92e","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"3396","ASV4552","b664b9e272209386cb553c3785ecf3c3","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Capnodiales"," f__Mycosphaerellaceae",NA,NA,0.7
"3397","ASV815","b665739c2197fdfbc83385fdd4d23ace","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3398","ASV1759","b6731c86ede8335db846b067174f13f0","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes",NA,NA,NA,NA,0.7
"3399","ASV2833","b67e0316977072003584acbbe3708fc7","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes",NA,NA,NA,NA,0.9
"3400","ASV425","b680a5d60f0b3ca16e6e8ffcd8f2e74e","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales",NA,NA,NA,1
"3401","ASV2634","b682b647170129a689e11f981d5c9138","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia",NA,0.6
"3402","ASV2154","b68e8ee1b3ec99391265ed7da37d2d99","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,0.6
"3403","ASV513","b693bca34bdecaeb5748a8ce1e9ad1a8","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,1
"3404","ASV2665","b697de51a4ebe6cdf48d8dea858456e4","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Sordariales"," f__Chaetomiaceae",NA,NA,0.7
"3405","ASV4565","b69ac109d88a7bd933f29f32d791b6f6","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,1
"3406","ASV1651","b6a035e8ce564571e2620cac46f65573","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,1
"3407","ASV4419","b6a7a3aa582277519d1ba4c7162a35d0","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,0.8
"3408","ASV143","b6c4eedef0d7ed06b4e64234d58cd7d6","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Agaricales"," f__Physalacriaceae",NA,NA,0.6
"3409","ASV3247","b6c94ca63618c1f5e716a1d82ceef499","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"3410","ASV2261","b6cfa9668bf12829561182efbcd984b2","d__Eukaryota"," p__Labyrinthulomycetes"," c__Labyrinthulomycetes"," o__Labyrinthulomycetes"," f__Thraustochytriaceae"," g__Ulkenia",NA,0.6
"3411","ASV2576","b6d0c3249245e56ebb75735e360677b7","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Saccharomycetaceae"," g__Saccharomyces",NA,0.7
"3412","ASV1189","b6d640ab2cd036d9ef48e8078da0446b","d__Eukaryota"," p__Basidiomycota"," c__Microbotryomycetes"," o__Microbotryales"," f__Microbotryaceae"," g__Microbotryum"," s__Microbotryum_violaceum",0.9
"3413","ASV3694","b6d9b78576ca7cd23b83b5edc0543f2d","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales"," f__Cuniculitremaceae"," g__Kockovaella",NA,1
"3414","ASV2580","b6dc60d0eb80636982863d1006fded5a","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,0.9
"3415","ASV2122","b6df6e71f597fb7c1a581771690d960e","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,1
"3416","ASV211","b6ea92f6175e9b07f38a65f70d7445b6","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,1
"3417","ASV975","b6efd1debea1556cd2a4010c9a25fa1f","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Debaryomycetaceae"," g__Candida-Lodderomyces_clade"," s__uncultured_fungus",0.6
"3418","ASV136","b701a7de116372f7fd381c5c96a5dd03","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Sordariales"," f__Chaetomiaceae",NA,NA,0.6
"3419","ASV2478","b704f7532fe0157ea30a8d24ca102306","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales"," f__Chionosphaeraceae",NA,NA,0.6
"3420","ASV519","b7088fd2530e596e3c103645500c8bb6","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Cantharellales"," f__Ceratobasidiaceae",NA,NA,0.8
"3421","ASV1707","b70c0e3193b483135360945da85ca734","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia"," s__Auricularia_polytricha",0.6
"3422","ASV4703","b70d393e76896a3de700330c923c2926","d__Eukaryota"," p__Basidiomycota"," c__Microbotryomycetes"," o__Incertae_Sedis",NA,NA,NA,0.6
"3423","ASV1216","b73152b6029b360ed75a6c1df15a0627","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales"," f__Apiosporaceae"," g__Arthrinium",NA,0.6
"3424","ASV882","b74764f6d5b391c58054b57ed355d433","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Polyporales",NA,NA,NA,0.6
"3425","ASV418","b7493452aced66813dd22fbfb5f81adf","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales"," f__Cyphellophoraceae"," g__Cyphellophora",NA,0.6
"3426","ASV3210","b763cf978c176955ae268933d35408e1","d__Eukaryota"," p__Basidiomycota"," c__Ustilaginomycetes"," o__Ustilaginales"," f__Ustilaginaceae",NA,NA,1
"3427","ASV2185","b76648d277f7cdf8a2153f663c985281","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Nectriaceae"," g__Fusarium",NA,0.6
"3428","ASV283","b77b83b37bacf95ac1cbb497a1737d42","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"3429","ASV941","b77dbf6c8730e327e7953155f71917fd","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,0.8
"3430","ASV1587","b78a38fe8e0d061095ca2574e1d9282e","d__Eukaryota"," p__Basidiomycota"," c__Cystobasidiomycetes",NA,NA,NA,NA,1
"3431","ASV398","b7aebde2bb03c3be9ff3942e51fb8d1e","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,0.9
"3432","ASV632","b7bb176d01d16784bc5464f9f71356db","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,0.9
"3433","ASV1220","b7c0f735eec082260f06d90441c05377","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes",NA,NA,NA,NA,0.6
"3434","ASV4631","b7c7a5651dbf57f0ee8accec7a2a7e94","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,1
"3435","ASV3174","b7c88cf7f3e8ab81e783112a73f5342a","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales"," f__Rhynchogastremataceae"," g__Papiliotrema",NA,0.6
"3436","ASV671","b7d214d365d16ae4039010f0465a4761","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Togniniales"," f__Togniniaceae"," g__Phaeoacremonium",NA,0.8
"3437","ASV605","b7f3e7b54fba83a15cbadcb68bb78cd2","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Onygenales",NA,NA,NA,1
"3438","ASV499","b7f4497164dae88059b3731d1369d691","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,0.6
"3439","ASV2899","b7f9b936444af3b8eff5e5e5e27eafb9","d__Eukaryota"," p__Ascomycota"," c__Leotiomycetes"," o__Helotiales"," f__Helotiaceae",NA,NA,0.6
"3440","ASV2849","b7ff0c9206311ea6d7b49d221c1fea84","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,0.9
"3441","ASV131","b803164f3a9d97a59663a86d81ff8f16","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"3442","ASV1359","b804de925b39dad87cd8bbc59ac61b82","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,0.6
"3443","ASV3159","b806170365e1e2813fb766b27a7383d5","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales",NA,NA,NA,1
"3444","ASV4311","b8063ad64a2a4e8bee58efad39dbc442","d__Eukaryota"," p__Labyrinthulomycetes"," c__Labyrinthulomycetes"," o__Labyrinthulomycetes"," f__Labyrinthulaceae"," g__Labyrinthula"," s__uncultured_labyrinthulid",1
"3445","ASV4731","b808ebc4690433567c7be2e54e16e549","d__Eukaryota"," p__Hyphochytriomycetes"," c__Hyphochytriomycetes"," o__Hyphochytriales"," f__Hyphochytriales",NA,NA,0.6
"3446","ASV1403","b81aff10c0984a528423e50225744782","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Eurotiales"," f__Aspergillaceae"," g__Aspergillus",NA,0.6
"3447","ASV3824","b822e99d637d7457ce0a5c9c7477cc0b","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,0.8
"3448","ASV2312","b83538b2ceaf2026a663bcd5a231ef7d","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3449","ASV2645","b83ff89a2df3326765341ce55910500f","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,1
"3450","ASV1010","b84859fb5e276eeec31a25ce697625d7","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Dipodascaceae",NA,NA,0.556
"3451","ASV4245","b850b66f92f6f83c3340725a026fb71e","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,1
"3452","ASV2886","b87691e3a6b32fa8ac2f2edf6302209e","d__Eukaryota"," p__Ascomycota"," c__Leotiomycetes"," o__Helotiales",NA,NA,NA,0.6
"3453","ASV3392","b878a2986bc383faa559bcf242cabef1","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,0.8
"3454","ASV354","b88ad3a410375040a8a7d864467ad808","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Saccharomycodaceae"," g__Hanseniaspora",NA,1
"3455","ASV538","b88fa880dd242a629553b32eed44bb31","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"3456","ASV1441","b8957cff3491ac49abddd1e5f26759a0","d__Eukaryota"," p__Basidiomycota"," c__Cystobasidiomycetes"," o__Incertae_Sedis"," f__Incertae_Sedis",NA,NA,0.9
"3457","ASV2619","b8a3db01cfa2b62dcca57dc0beb12149","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia"," s__Auricularia_polytricha",0.6
"3458","ASV3233","b8a6d9dfdacd9563009f46bcf2d6cba0","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales"," f__Leptosphaeriaceae"," g__Neophaeosphaeria"," s__uncultured_fungus",0.8
"3459","ASV2441","b8adf78f76ed314e749f34e7f13ccaff","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,1
"3460","ASV195","b8be116eb4ae54276d67b6cf86b24fec","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"3461","ASV4056","b8e012ef51211af4a078a61ae44395b2","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales"," f__Didymellaceae"," g__Boeremia"," s__Boeremia_exigua",1
"3462","ASV3778","b906656f425c6a0f8303839dd4eebefa","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales"," f__Cuniculitremaceae"," g__Kockovaella",NA,0.6
"3463","ASV3923","b911211c5b8511104e840d7a78bd2bcd","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
